ID,NAME,INCHI,SOURCE,SOURCE_TYPE,ADDITIONAL,SMILES,INCHIKEY,LOCAL_POS,LOCAL_NEG,FORMULA,FIXEDMASS,NETCHARGE,DTXSID,DTXCID,CASRN,PUBCHEMID,INSPECTEDBY
137,"N-{4-[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)amino]benzene-1-sulfonyl}acetamide","InChI=1S/C12H9F9N2O5S2/c1-6(24)22-29(25,26)8-4-2-7(3-5-8)23-30(27,28)12(20,21)10(15,16)9(13,14)11(17,18)19/h2-5,23H,1H3,(H,22,24)",https://comptox.epa.gov/dashboard,C,NA,CC(=NS(=O)(=O)c1ccc(cc1)NS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,IIGNRGIDQZSRJU-UHFFFAOYSA-N,0,0,C12H9F9N2O5S2,495.9809174,0,DTXSID40896267,DTXCID401325760,320599-24-4,NA,NA
138,"Iodine, bis(acetato-ÃŽÂ²O)[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phenyl]- (9CI)","InChI=1S/C20H14F17IO4/c1-9(39)41-38(42-10(2)40)12-5-3-11(4-6-12)7-8-13(21,22)14(23,24)15(25,26)16(27,28)17(29,30)18(31,32)19(33,34)20(35,36)37/h3-6H,7-8H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)O[I](c1ccc(cc1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=O)C,YHQLCCOIFRKRJC-UHFFFAOYSA-N,0,0,C20H14F17IO4,767.9665367,0,DTXSID30897046,DTXCID901326482,882186-02-9,NA,NA
139,"4,4,5,5,6,6,6-Heptafluorohex-1-en-2-yl acetate","InChI=1S/C8H7F7O2/c1-4(17-5(2)16)3-6(9,10)7(11,12)8(13,14)15/h1,3H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(CC(C(C(F)(F)F)(F)F)(F)F)OC(=O)C,OKIJUKHROTUCQA-UHFFFAOYSA-N,0,0,C8H7F7O2,268.033427,0,DTXSID60895631,DTXCID701325145,136909-80-3,NA,NA
140,"4-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate","InChI=1S/C19H11Cl2F17O2/c1-7(39)40-11-3-2-9(20)4-8(11)5-10(21)6-12(22,23)13(24,25)14(26,27)15(28,29)16(30,31)17(32,33)18(34,35)19(36,37)38/h2-4,10H,5-6H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)Oc1ccc(cc1CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)Cl,NVGMZQYQNNPDAJ-UHFFFAOYSA-N,0,0,C19H11Cl2F17O2,663.9864647,0,DTXSID80896165,DTXCID901325658,38506-76-2,NA,NA
141,"5-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate","InChI=1S/C19H11Cl2F17O2/c1-7(39)40-11-5-9(20)3-2-8(11)4-10(21)6-12(22,23)13(24,25)14(26,27)15(28,29)16(30,31)17(32,33)18(34,35)19(36,37)38/h2-3,5,10H,4,6H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)Oc1cc(ccc1CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)Cl,ZHZVFKZCPDCNHG-UHFFFAOYSA-N,0,0,C19H11Cl2F17O2,663.9864647,0,DTXSID10896173,DTXCID101325666,38506-72-8,NA,NA
142,"3,4,6-Trichloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate","InChI=1S/C19H9Cl4F17O2/c1-5(41)42-11-7(10(23)8(21)3-9(11)22)2-6(20)4-12(24,25)13(26,27)14(28,29)15(30,31)16(32,33)17(34,35)18(36,37)19(38,39)40/h3,6H,2,4H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)Oc1c(CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)c(c(cc1Cl)Cl)Cl,JDRLLIHRNJZEPG-UHFFFAOYSA-N,0,0,C19H9Cl4F17O2,731.90852,0,DTXSID80896226,DTXCID701325719,38506-78-4,NA,NA
143,"2,2,3,3,4,4,4-Heptafluorobutyl acetate","InChI=1S/C6H5F7O2/c1-3(14)15-2-4(7,8)5(9,10)6(11,12)13/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCC(C(C(F)(F)F)(F)F)(F)F,JJRRHZPKVSFERJ-UHFFFAOYSA-N,0,0,C6H5F7O2,242.0177769,0,DTXSID00895473,DTXCID501324989,356-06-9,NA,NA
144,3-(Perfluoropropyl)-2-iodopropanol acetate,"InChI=1S/C8H8F7IO2/c1-4(17)18-3-5(16)2-6(9,10)7(11,12)8(13,14)15/h5H,2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCC(CC(C(C(F)(F)F)(F)F)(F)F)I,TYWLMXXVTNXETF-UHFFFAOYSA-N,0,0,C8H8F7IO2,395.945725,0,DTXSID00896985,DTXCID401326413,5/2/3108,NA,NA
145,"[3,4,6-triacetyloxy-5-(1,1,2,2,3,3,4,4,4-nonafluorobutylsulfonyloxy)oxan-2-yl]methyl Acetate","InChI=1S/C18H19F9O12S/c1-6(28)34-5-10-11(35-7(2)29)12(36-8(3)30)13(14(38-10)37-9(4)31)39-40(32,33)18(26,27)16(21,22)15(19,20)17(23,24)25/h10-14H,5H2,1-4H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCC1C(C(C(C(OC(=O)C)O1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)OC(=O)C)OC(=O)C,RHEYHPACKVZWRD-UHFFFAOYSA-N,0,0,C18H19F9O12S,630.045351,0,DTXSID80401536,DTXCID20352391,480438-48-0,NA,NA
146,"1H,1H,2H,2H-Perfluorodecyl acetate","InChI=1S/C12H7F17O2/c1-4(30)31-3-2-5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)29/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CPOHLPPQNCULDC-UHFFFAOYSA-N,0,0,C12H7F17O2,506.0174592,0,DTXSID80895739,DTXCID701325252,37858-04-1,NA,NA
147,"1H,1H,2H,2H-Perfluorooctyl acetate","InChI=1S/C10H7F13O2/c1-4(24)25-3-2-5(11,12)6(13,14)7(15,16)8(17,18)9(19,20)10(21,22)23/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,RWFSINLLADOLPV-UHFFFAOYSA-N,0,0,C10H7F13O2,406.0238463,0,DTXSID20895677,DTXCID201325190,37858-03-0,NA,NA
148,"3,3,4,4,5,5,6,6,6-Nonafluorohexyl acetate","InChI=1S/C8H7F9O2/c1-4(18)19-3-2-5(9,10)6(11,12)7(13,14)8(15,16)17/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,WUXJRZYSKWYAEV-UHFFFAOYSA-N,0,0,C8H7F9O2,306.0302334,0,DTXSID40895598,DTXCID501325113,80705-15-3,NA,NA
149,"3,3,4,4,5,5,5-Heptafluoropentyl acetate","InChI=1S/C7H7F7O2/c1-4(15)16-3-2-5(8,9)6(10,11)7(12,13)14/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCCC(C(C(F)(F)F)(F)F)(F)F,ZWEZQJCJOMYJJZ-UHFFFAOYSA-N,0,0,C7H7F7O2,256.033427,0,DTXSID20895495,DTXCID601325011,425-68-3,NA,NA
150,(Perfluorooctyl)propyl acetate,"InChI=1S/C13H9F17O2/c1-5(31)32-4-2-3-6(14,15)7(16,17)8(18,19)9(20,21)10(22,23)11(24,25)12(26,27)13(28,29)30/h2-4H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,SMQMUBNEBGDJAY-UHFFFAOYSA-N,0,0,C13H9F17O2,520.0331093,0,DTXSID80382073,DTXCID10333098,150225-00-6,NA,NA
151,"4,4,5,5,6,6,6-Heptafluorohexyl acetate","InChI=1S/C8H9F7O2/c1-5(16)17-4-2-3-6(9,10)7(11,12)8(13,14)15/h2-4H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)OCCCC(C(C(F)(F)F)(F)F)(F)F,ACXWRVKTAODIKP-UHFFFAOYSA-N,0,0,C8H9F7O2,270.0490771,0,DTXSID00895478,DTXCID601324994,25600-64-0,NA,NA
152,"S-[3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butyl] ethanethioate","InChI=1S/C7H7F7OS/c1-4(15)16-3-2-5(8,6(9,10)11)7(12,13)14/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)SCCC(C(F)(F)F)(C(F)(F)F)F,RRZDHOAZQMLOTR-UHFFFAOYSA-N,0,0,C7H7F7OS,272.0105834,0,DTXSID30896332,DTXCID001325825,1097631-01-0,NA,NA
153,"S-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl) ethanethioate","InChI=1S/C12H7F17OS/c1-4(30)31-3-2-5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)29/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)SCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,FCWDPZFBROQQBN-UHFFFAOYSA-N,0,0,C12H7F17OS,521.9946156,0,DTXSID30895749,DTXCID301325262,125640-21-3,NA,NA
154,"S-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl) ethanethioate","InChI=1S/C10H7F13OS/c1-4(24)25-3-2-5(11,12)6(13,14)7(15,16)8(17,18)9(19,20)10(21,22)23/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)SCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,SVEVXDYTPMSOIT-UHFFFAOYSA-N,0,0,C10H7F13OS,422.0010027,0,DTXSID60895691,DTXCID101325204,213681-67-5,NA,NA
155,"2-Bromo-3-(bromomethyl)-4,4,5,5,6,6,6-heptafluorohexan-3-ol","InChI=1S/C7H7Br2F7O/c1-3(9)4(17,2-8)5(10,11)6(12,13)7(14,15)16/h3,17H,2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(C(CBr)(C(C(C(F)(F)F)(F)F)(F)F)O)Br,BMHLOJFRGFOQEG-UHFFFAOYSA-N,0,0,C7H7Br2F7O,397.8751866,0,DTXSID00758594,DTXCID30709337,93339-87-8,NA,NA
156,2-Methyl-2-trifluoromethylperfluoropentane,"InChI=1S/C7H3F13/c1-2(5(12,13)14,6(15,16)17)3(8,9)4(10,11)7(18,19)20/h1H3",https://comptox.epa.gov/dashboard,C,NA,CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F,YYCWIWYZXFOZFO-UHFFFAOYSA-N,0,0,C7H3F13,334.002717,0,DTXSID60467913,DTXCID50418732,100645-99-6,NA,NA
157,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluoro-2-methyldecanoic acid","InChI=1S/C11H5F17O2/c1-2(3(29)30)4(12,13)5(14,15)6(16,17)7(18,19)8(20,21)9(22,23)10(24,25)11(26,27)28/h2H,1H3,(H,29,30)",https://comptox.epa.gov/dashboard,C,NA,CC(C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,LYZCGZWGQVKVSU-UHFFFAOYSA-N,0,0,C11H5F17O2,492.0018091,0,DTXSID20895637,DTXCID501325151,136022-86-1,NA,NA
158,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-7-methyl-7-nitrooctane","InChI=1S/C9H6F13NO2/c1-3(2,23(24)25)4(10,11)5(12,13)6(14,15)7(16,17)8(18,19)9(20,21)22/h1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N(=O)=O,ITHGUKYRCZMXFU-UHFFFAOYSA-N,0,0,C9H6F13NO2,407.0190953,0,DTXSID90895669,DTXCID001325182,84108-41-8,NA,NA
159,"6-Amino-1,1,1,2,2,3,3-heptafluoro-7,7-dimethyloct-5-en-4-one","InChI=1S/C10H12F7NO/c1-7(2,3)5(18)4-6(19)8(11,12)9(13,14)10(15,16)17/h18H,4H2,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)C(=N)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,HTLIQAXQGGLRLK-UHFFFAOYSA-N,0,0,C10H12F7NO,295.0807115,0,NA,NA,NA,NA,NA
160,"6,6,7,7,8,8,8-Heptafluoro-2,2-dimethyl-3,4,5-octanetrione 4-(4-nitrophenyl)hydrazone","InChI=1S/C16H14F7N3O4/c1-13(2,3)11(27)10(12(28)14(17,18)15(19,20)16(21,22)23)25-24-8-4-6-9(7-5-8)26(29)30/h4-7,10H,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)C(=O)C(C(=O)C(C(C(F)(F)F)(F)F)(F)F)N=Nc1ccc(cc1)N(=O)=O,KVAYICJLGQPULN-UHFFFAOYSA-N,0,0,C16H14F7N3O4,445.0872535,0,NA,NA,NA,NA,NA
161,"6,6,7,7,8,8,9,9,9-Nonafluoro-2,2-dimethylnon-4-en-3-one","InChI=1S/C11H11F9O/c1-7(2,3)6(21)4-5-8(12,13)9(14,15)10(16,17)11(18,19)20/h4-5H,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)C(=O)C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,FDLCNAFIXQUBBQ-UHFFFAOYSA-N,0,0,C11H11F9O,330.066619,0,DTXSID20761863,DTXCID50712606,105602-69-5,NA,NA
162,"1,1-Difluoro-5,5-dimethyl-1-(trifluoromethoxy)hexane-2,4-dione","InChI=1S/C9H11F5O3/c1-7(2,3)5(15)4-6(16)8(10,11)17-9(12,13)14/h4H2,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)C(=O)CC(=O)C(F)(F)OC(F)(F)F,MMQBZJXQJGQEHQ-UHFFFAOYSA-N,0,0,C9H11F5O3,262.0628353,0,DTXSID90509057,DTXCID70459864,61894-06-2,NA,NA
163,"1,1,1,2,2,3,3,4,4-Nonafluoro-6-iodo-7,7-dimethyloctane","InChI=1S/C10H12F9I/c1-6(2,3)5(20)4-7(11,12)8(13,14)9(15,16)10(17,18)19/h5H,4H2,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I,RZXNATDVPGMVHV-UHFFFAOYSA-N,0,0,C10H12F9I,429.9840024,0,DTXSID70895228,DTXCID401324748,1464148-69-3,NA,NA
164,"Phenol, 2,2'-[(1R,2R)-1,2-cyclohexanediylbis[(E)-nitrilomethylidyne]]bis[6-(1,1-dimethylethyl)-4-(heptadecafluorooctyl)-","InChI=1S/C44H36F34N2O2/c1-27(2,3)21-13-19(29(45,46)31(49,50)33(53,54)35(57,58)37(61,62)39(65,66)41(69,70)43(73,74)75)11-17(25(21)81)15-79-23-9-7-8-10-24(23)80-16-18-12-20(14-22(26(18)82)28(4,5)6)30(47,48)32(51,52)34(55,56)36(59,60)38(63,64)40(67,68)42(71,72)44(76,77)78/h11-16,23-24,81-82H,7-10H2,1-6H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)c1cc(cc(C=NC2CCCCC2N=Cc2cc(cc(c2O)C(C)(C)C)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,JLYAJKMTSYBUFR-UHFFFAOYSA-N,0,0,C44H36F34N2O2,1270.223388,0,NA,NA,NA,NA,NA
165,"5-(4-tert-Butylphenyl)-N-(2,2,3,3,4,4,4-heptafluorobutyl)-1,2-oxazole-3-carboxamide","InChI=1S/C18H17F7N2O2/c1-15(2,3)11-6-4-10(5-7-11)13-8-12(27-29-13)14(28)26-9-16(19,20)17(21,22)18(23,24)25/h4-8H,9H2,1-3H3,(H,26,28)",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)c1ccc(cc1)c1cc(C(=NCC(C(C(F)(F)F)(F)F)(F)F)O)no1,PXIPJQUDARNNQU-UHFFFAOYSA-N,0,0,C18H17F7N2O2,426.1178253,0,DTXSID70896275,DTXCID001325768,922421-40-7,NA,NA
166,"5-tert-Butyl-7-(heptafluoropropyl)-2-phenylpyrazolo[1,5-a]pyrimidine","InChI=1S/C19H16F7N3/c1-16(2,3)13-10-14(17(20,21)18(22,23)19(24,25)26)29-15(27-13)9-12(28-29)11-7-5-4-6-8-11/h4-10H,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)c1cc(C(C(C(F)(F)F)(F)F)(F)F)n2c(cc(c3ccccc3)n2)n1,RNWIQELODLHLDL-UHFFFAOYSA-N,0,0,C19H16F7N3,419.1232451,0,DTXSID60896269,DTXCID801325762,346637-99-8,NA,NA
167,"(1Z,4Z,9Z,12E)-2,10-Di-tert-butyl-4,12-bis(heptafluoropropyl)-1,5,9,13-tetraazacyclohexadeca-1,4,9,12-tetraene","InChI=1S/C26H34F14N4/c1-19(2,3)15-13-17(21(27,28)23(31,32)25(35,36)37)43-12-8-10-42-16(20(4,5)6)14-18(44-11-7-9-41-15)22(29,30)24(33,34)26(38,39)40/h7-14H2,1-6H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)C1=NCCCN=C(CC(=NCCCN=C(C1)C(C(C(F)(F)F)(F)F)(F)F)C(C)(C)C)C(C(C(F)(F)F)(F)F)(F)F,UYRIJNJIDYTBCG-UHFFFAOYSA-N,0,0,C26H34F14N4,668.2559922,0,DTXSID60896188,DTXCID801325681,925457-51-8,NA,NA
168,"1,1,1,2,2,3,3,4-Octafluoro-7,7-dimethyloct-4-ene","InChI=1S/C10H12F8/c1-7(2,3)5-4-6(11)8(12,13)9(14,15)10(16,17)18/h4H,5H2,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)CC=C(C(C(C(F)(F)F)(F)F)(F)F)F,AQGWVKJSVXSZGI-UHFFFAOYSA-N,0,0,C10H12F8,284.0811261,0,DTXSID10848036,DTXCID40798777,90292-33-4,NA,NA
169,"N-tert-Butyl-2,2,3,3,4,4,4-heptafluorobutanamide","InChI=1S/C8H10F7NO/c1-5(2,3)16-4(17)6(9,10)7(11,12)8(13,14)15/h1-3H3,(H,16,17)",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)N=C(C(C(C(F)(F)F)(F)F)(F)F)O,SUHRXMXSRDLXIL-UHFFFAOYSA-N,0,0,C8H10F7NO,269.0650615,0,DTXSID60895919,DTXCID701325414,99089-22-2,NA,NA
170,tert-Butyl heptafluorobutanoate,"InChI=1S/C8H9F7O2/c1-5(2,3)17-4(16)6(9,10)7(11,12)8(13,14)15/h1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,JPVACFHILHDRGX-UHFFFAOYSA-N,0,0,C8H9F7O2,270.0490771,0,DTXSID40895593,DTXCID401325108,425-24-1,NA,NA
171,"tert-Butyl (4,4,5,5,6,6,7,7,7-nonafluoro-2-iodoheptyl)carbamate","InChI=1S/C12H15F9INO2/c1-8(2,3)25-7(24)23-5-6(22)4-9(13,14)10(15,16)11(17,18)12(19,20)21/h6H,4-5H2,1-3H3,(H,23,24)",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)OC(=NCC(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I)O,FAXXTHFQCHDQLQ-UHFFFAOYSA-N,0,0,C12H15F9INO2,503.0003807,0,DTXSID20896088,DTXCID301325581,1301739-79-6,NA,NA
172,tert-Butyl heptafluorobutaneperoxoate,"InChI=1S/C8H9F7O3/c1-5(2,3)18-17-4(16)6(9,10)7(11,12)8(13,14)15/h1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C)OOC(=O)C(C(C(F)(F)F)(F)F)(F)F,IEIUNVABWRASPD-UHFFFAOYSA-N,0,0,C8H9F7O3,286.0439917,0,DTXSID10757210,DTXCID30707954,91481-65-1,NA,NA
173,"1,1,1,2,2,3,3,4-Octafluoro-7-methyl-7-nitrooct-4-ene","InChI=1S/C9H9F8NO2/c1-6(2,18(19)20)4-3-5(10)7(11,12)8(13,14)9(15,16)17/h3H,4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(CC=C(C(C(C(F)(F)F)(F)F)(F)F)F)N(=O)=O,OWTPDHDNFWAJET-UHFFFAOYSA-N,0,0,C9H9F8NO2,315.0505543,0,DTXSID30848038,DTXCID60798779,90292-31-2,NA,NA
174,(2-Perfluorooctylethyl)isopropoxycarbonyloxyiminophenylacetonitrile,"InChI=1S/C22H15F17N2O3/c1-14(2,43-13(42)44-41-12(10-40)11-6-4-3-5-7-11)8-9-15(23,24)16(25,26)17(27,28)18(29,30)19(31,32)20(33,34)21(35,36)22(37,38)39/h3-7H,8-9H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=O)ON=C(C#N)c1ccccc1,NFEFLNJWJYPWIZ-UHFFFAOYSA-N,0,0,C22H15F17N2O3,678.0811221,0,DTXSID00698325,DTXCID00649074,350716-42-6,NA,NA
175,"N-(2,2,3,3,4,4,4-Heptafluorobutanoyl)-2-methylalanine","InChI=1S/C8H8F7NO3/c1-5(2,4(18)19)16-3(17)6(9,10)7(11,12)8(13,14)15/h1-2H3,(H,16,17)(H,18,19)",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C(=O)O)N=C(C(C(C(F)(F)F)(F)F)(F)F)O,GLLTUKTVAHGIDJ-UHFFFAOYSA-N,0,0,C8H8F7NO3,299.0392407,0,DTXSID40826029,DTXCID80776771,880353-20-8,NA,NA
176,"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-3-yn-2-ol","InChI=1S/C9H7F9O/c1-5(2,19)3-4-6(10,11)7(12,13)8(14,15)9(16,17)18/h19H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C#CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,WITWPGGAZCIZSI-UHFFFAOYSA-N,0,0,C9H7F9O,302.0353188,0,DTXSID30535037,DTXCID30485826,82721-68-4,NA,NA
177,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol","InChI=1S/C10H7F15O/c1-3(2,26)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)25/h26H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,BZJOFKMJAVMVQL-UHFFFAOYSA-N,0,0,C10H7F15O,428.0257381,0,DTXSID60524434,DTXCID00475239,92914-88-0,NA,NA
178,2-Perfluoropropyl-2-propanol,"InChI=1S/C6H7F7O/c1-3(2,14)4(7,8)5(9,10)6(11,12)13/h14H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(C(C(C(F)(F)F)(F)F)(F)F)O,CZPWXOSMOFCBOR-UHFFFAOYSA-N,0,0,C6H7F7O,228.0385124,0,DTXSID20337244,DTXCID10288332,355-22-6,NA,NA
179,"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluoro-2-methyldodecan-2-ol","InChI=1S/C13H11F17O/c1-5(2,31)3-4-6(14,15)7(16,17)8(18,19)9(20,21)10(22,23)11(24,25)12(26,27)13(28,29)30/h31H,3-4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,VDLOMMAXELCHDN-UHFFFAOYSA-N,0,0,C13H11F17O,506.0538447,0,DTXSID70382067,DTXCID50333092,141183-94-0,NA,NA
180,"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-2-methyldecan-2-ol","InChI=1S/C11H11F13O/c1-5(2,25)3-4-6(12,13)7(14,15)8(16,17)9(18,19)10(20,21)11(22,23)24/h25H,3-4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,JFTPFVPCFXEYSQ-UHFFFAOYSA-N,0,0,C11H11F13O,406.0602318,0,DTXSID30895441,DTXCID301324957,159142-65-1,NA,NA
181,"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloctan-2-ol","InChI=1S/C9H11F9O/c1-5(2,19)3-4-6(10,11)7(12,13)8(14,15)9(16,17)18/h19H,3-4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)(CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,RQVWCCCEFXMBKB-UHFFFAOYSA-N,0,0,C9H11F9O,306.066619,0,DTXSID40895275,DTXCID601324794,269394-08-3,NA,NA
182,6-(1-Methylethylidene)-5-(triphenylphosphoranylidene)-(perfluoro)-nonan-4-one,"InChI=1S/C30H21F14OP/c1-18(2)22(25(31,32)27(35,36)29(39,40)41)23(24(45)26(33,34)28(37,38)30(42,43)44)46(19-12-6-3-7-13-19,20-14-8-4-9-15-20)21-16-10-5-11-17-21/h3-17H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(=C(C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C,ILHSDNSKBVJICM-UHFFFAOYSA-N,0,0,C30H21F14OP,694.110647,0,DTXSID20897459,DTXCID701326800,139225-92-6,NA,NA
183,"7,7,8,8,9,9,9-Heptafluoro-2-methylnon-2-ene-4,6-dione","InChI=1S/C10H9F7O2/c1-5(2)3-6(18)4-7(19)8(11,12)9(13,14)10(15,16)17/h3H,4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(=CC(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F)C,NOQZTHSTUPFMOL-UHFFFAOYSA-N,0,0,C10H9F7O2,294.0490771,0,DTXSID80285777,DTXCID00236928,559-99-9,NA,NA
