"peak_id","mslevel","correl","ph","freq","n","masserror","minerror"
237,1,-1,10,3,28,6,0.01
237,2,-1,10,10,7,6,0.01
238,1,-1,10,5,17,6,0.01
238,2,-1,10,10,3,6,0.01
239,1,-1,10,1,67,6,0.01
239,2,-1,10,9,11,6,0.01
240,1,-1,10,3,30,6,0.01
240,2,-1,10,10,6,6,0.01
241,1,-1,10,2,45,6,0.01
241,2,-1,10,10,10,6,0.01
242,1,-1,10,5,20,6,0.01
242,2,-1,10,10,7,6,0.01
243,1,-1,10,1,86,6,0.01
243,2,-1,10,6,15,6,0.01
244,1,-1,10,6,16,6,0.01
244,2,-1,10,10,3,6,0.01
245,1,-1,10,6,16,6,0.01
245,2,-1,10,10,4,6,0.01
246,1,-1,10,5,20,6,0.01
246,2,-1,10,10,4,6,0.01
247,1,-1,10,8,12,6,0.01
247,2,-1,10,10,2,6,0.01
248,1,-1,10,4,23,6,0.01
248,2,-1,10,10,4,6,0.01
249,1,-1,10,6,15,6,0.01
249,2,-1,10,10,3,6,0.01
250,1,-1,10,10,10,6,0.01
250,2,-1,10,10,1,6,0.01
251,1,-1,10,6,15,6,0.01
251,2,-1,10,10,4,6,0.01
252,1,-1,10,7,14,6,0.01
252,2,-1,10,10,2,6,0.01
253,1,-1,10,3,32,6,0.01
253,2,-1,10,10,9,6,0.01
254,1,-1,10,4,24,6,0.01
254,2,-1,10,10,7,6,0.01
255,1,-1,10,4,25,6,0.01
255,2,-1,10,10,7,6,0.01
256,1,-1,10,1,74,6,0.01
256,2,-1,10,5,17,6,0.01
257,1,-1,10,1,67,6,0.01
257,2,-1,10,5,20,6,0.01
258,1,-1,10,0,162,6,0.01
258,2,-1,10,1,59,6,0.01
259,1,-1,10,1,59,6,0.01
259,2,-1,10,6,15,6,0.01
260,1,-1,10,1,67,6,0.01
260,2,-1,10,4,21,6,0.01
261,1,-1,10,2,39,6,0.01
261,2,-1,10,10,8,6,0.01
262,1,-1,10,3,32,6,0.01
262,2,-1,10,10,8,6,0.01
263,1,-1,10,1,53,6,0.01
263,2,-1,10,9,11,6,0.01
264,1,-1,10,3,26,6,0.01
264,2,-1,10,10,4,6,0.01
265,1,-1,10,1,72,6,0.01
265,2,-1,10,5,17,6,0.01
266,1,-1,10,2,35,6,0.01
266,2,-1,10,10,5,6,0.01
267,1,-1,10,2,49,6,0.01
267,2,-1,10,10,6,6,0.01
268,1,-1,10,3,33,6,0.01
268,2,-1,10,10,3,6,0.01
269,1,-1,10,2,44,6,0.01
269,2,-1,10,10,6,6,0.01
270,1,-1,10,1,51,6,0.01
270,2,-1,10,8,12,6,0.01
271,1,-1,10,1,56,6,0.01
271,2,-1,10,10,4,6,0.01
272,1,-1,10,7,13,6,0.01
272,2,-1,10,10,3,6,0.01
273,1,-1,10,3,31,6,0.01
273,2,-1,10,10,8,6,0.01
274,1,-1,10,1,54,6,0.01
274,2,-1,10,5,17,6,0.01
275,1,-1,10,2,35,6,0.01
275,2,-1,10,10,9,6,0.01
276,1,-1,10,4,25,6,0.01
276,2,-1,10,10,5,6,0.01
277,1,-1,10,2,43,6,0.01
277,2,-1,10,10,9,6,0.01
278,1,-1,10,4,22,6,0.01
278,2,-1,10,10,4,6,0.01
279,1,-1,10,3,29,6,0.01
279,2,-1,10,10,6,6,0.01
280,1,-1,10,1,76,6,0.01
280,2,-1,10,10,8,6,0.01
281,1,-1,10,3,27,6,0.01
281,2,-1,10,10,4,6,0.01
282,1,-1,10,4,21,6,0.01
282,2,-1,10,10,4,6,0.01
283,1,-1,10,2,49,6,0.01
283,2,-1,10,10,8,6,0.01
284,1,-1,10,2,39,6,0.01
284,2,-1,10,10,8,6,0.01
285,1,-1,10,2,43,6,0.01
285,2,-1,10,10,9,6,0.01
286,1,-1,10,2,50,6,0.01
286,2,-1,10,8,12,6,0.01
287,1,-1,10,5,18,6,0.01
287,2,-1,10,10,3,6,0.01
288,1,-1,10,0,112,6,0.01
288,2,-1,10,2,35,6,0.01
289,1,-1,10,1,65,6,0.01
289,2,-1,10,7,14,6,0.01
290,1,-1,10,2,43,6,0.01
290,2,-1,10,7,14,6,0.01
291,1,-1,10,4,24,6,0.01
291,2,-1,10,10,6,6,0.01
292,1,-1,10,3,27,6,0.01
292,2,-1,10,10,7,6,0.01
293,1,-1,10,4,25,6,0.01
293,2,-1,10,10,5,6,0.01
