"id","category","name","obtained_from","source_type","additional","local_positive","local_negative","formula","fixedmass","netcharge","inspected_by","inspected_on"
16,2,"2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(nonafluorobutyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40880606;DTXCID:DTXCID101021981;CASRN:68298-76-0,0,0,C24H28F9N3O8S,689.1453398,0,,
17,2,(2-Carboxylatoethyl)dimethyl(((perfluorododecyl)-2-hydroxypropyl)amino)propylammonium,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80881016;DTXCID:DTXCID601022334;CASRN:93776-12-6,0,0,C23H23F25N2O3,850.1309481,0,,
18,2,"Bis(1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonyl)imide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60880426;DTXCID:DTXCID301005006;CASRN:39847-39-7,0,0,C8HF18NO4S2,580.9059575,0,,
19,2,"3,3,4,4,5,5,6,6,6-nonafluoro-1-nitrohex-1-ene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50379713;DTXCID:DTXCID60330739;CASRN:306935-66-0,0,0,C6H2F9NO2,290.9941823,0,,
20,2,"1,2,4-Trifluoro-3,5-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-nitrobenzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20896407;DTXCID:DTXCID801325900;CASRN:20017-51-0,0,0,C12F17NO2,512.965758,0,,
21,2,"1,4-Dichloro-2-(1,1,2,3,3,3-hexafluoropropoxy)-5-nitrobenzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60591520;DTXCID:DTXCID10542284;CASRN:130841-23-5,0,0,C9H3Cl2F6NO3,356.9394176,0,,
22,2,"1,2,4,5-Tetrafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-nitrobenzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40896383;DTXCID:DTXCID701325876;CASRN:20017-50-9,0,0,C9F11NO2,362.9753387,0,,
23,2,"1H,2H,2H-perfluorooctanal (2,4-dinitrophenyl)hydrazone",https://comptox.epa.gov/dashboard,1,,0,0,C14H7F13N4O4,542.0259716,0,,
24,2,"2,2,3,3,4,4,5,5,5-Nonafluoropentyl 2,5,7-trinitro-9-oxo-9H-fluorene-4-carboxylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40896282;DTXCID:DTXCID501325775;CASRN:253605-71-9,0,0,C19H6F9N3O9,590.9960328,0,,
25,2,"1-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-3,5-dinitrobenzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80698666;DTXCID:DTXCID20649415;CASRN:24813-57-8,0,0,C9H3F7N2O4,335.9981041,0,,
26,2,"1-Nitro-3-(undecafluoropentyl)benzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10895969;DTXCID:DTXCID001325463;CASRN:1463530-16-6,0,0,C11H4F11NO2,391.0066388,0,,
27,2,"1-Nitro-3-(nonafluorobutyl)benzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90895922;DTXCID:DTXCID801325417;CASRN:2398-76-7,0,0,C10H4F9NO2,341.0098323,0,,
28,2,"Butanamide, N-(2-bromo-4-nitrophenyl)-2,2,3,3,4,4,4-heptafluoro-",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID5073797;DTXCID:DTXCID4033213;CASRN:111189-67-4,0,0,C10H4BrF7N2O3,411.9293516,0,,
29,2,"3-Nitrophenyl heptafluorobutanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID30850994;DTXCID:DTXCID40801735;CASRN:52512-15-9,0,0,C10H4F7NO4,335.0028551,0,,
30,2,"2,2,3,3,4,4,4-Heptafluoro-1-(4-nitrophenyl)butan-1-one",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60895979;DTXCID:DTXCID601325473;CASRN:144459-62-1,0,0,C10H4F7NO3,319.0079405,0,,
31,2,"1-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-4-nitrobenzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70896336;DTXCID:DTXCID801325829;CASRN:2396-14-7,0,0,C9H4F7NO2,291.0130259,0,,
32,2,"1-Nitro-4-(nonafluorobutyl)benzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90895725;DTXCID:DTXCID701325238;CASRN:196932-95-3,0,0,C10H4F9NO2,341.0098323,0,,
33,2,"1-(Heptafluoropropyl)-4-nitrobenzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60895595;DTXCID:DTXCID401325110;CASRN:1300746-85-3,0,0,C9H4F7NO2,291.0130259,0,,
34,2,"[N(E),S(S)]-N-(4-nitrophenyl)methyleneperfluorobutanesulfinamide",https://comptox.epa.gov/dashboard,1,,0,0,C11H5F9N2O3S,415.987717,0,,
35,2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-(4-nitrophenyl)nonanamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10896214;DTXCID:DTXCID701325707;CASRN:164796-46-7,0,0,C15H5F17N2O3,584.0028718,0,,
36,2,"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-N-(4-nitrophenyl)heptanamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00896208;DTXCID:DTXCID501325701;CASRN:164796-44-5,0,0,C13H5F13N2O3,484.0092589,0,,
37,2,"2,2,3,3,4,4,5,5,5-Nonafluoro-N-(4-nitrophenyl)pentanamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90896171;DTXCID:DTXCID701325664;CASRN:150333-62-3,0,0,C11H5F9N2O3,384.015646,0,,
38,2,N-(4-Nitrophenyl)perfluorobutanamide,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60897039;DTXCID:DTXCID401326475;CASRN:719320,0,0,C10H5F7N2O3,334.0188396,0,,
39,2,"N-(2,4-Dinitrophenyl)-2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID30896559;DTXCID:DTXCID401326051;CASRN:105936-30-9,0,0,C12H4F11N3O6,494.9924453,0,,
40,2,"4-Nitrophenyl heptafluorobutanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00775625;DTXCID:DTXCID90726368;CASRN:1799-92-4,0,0,C10H4F7NO4,335.0028551,0,,
41,2,"1-Nitro-4-[(2,2,3,3,4,4,5,5,6,6,6-undecafluorohexyl)oxy]benzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10896052;DTXCID:DTXCID701325545;CASRN:183997-46-8,0,0,C12H6F11NO3,421.0172035,0,,
42,2,"1-(2,2,3,3,4,4,4-Heptafluorobutoxy)-4-nitrobenzene",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20895970;DTXCID:DTXCID701325464;CASRN:109230-68-4,0,0,C10H6F7NO3,321.0235906,0,,
43,2,"2-(Heptafluoropropyl)-6-nitro-1H-benzimidazole",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10896118;DTXCID:DTXCID601325611;CASRN:6826-38-6,0,0,C10H4F7N3O2,331.0191739,0,,
44,2,"3,3,4,4,5,5,6,6,6-Nonafluoro-1-nitrohex-1-en-2-amine",https://comptox.epa.gov/dashboard,1,,0,0,C6H3F9N2O2,306.0050813,0,,
45,2,"1,1,1,2,2,3,3-heptafluoro-5-nitro-4-(nitromethyl)pentane",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20296261;DTXCID:DTXCID20247399;CASRN:355-91-9,0,0,C6H5F7N2O4,302.0137542,0,,
46,2,"3,3,4,4,5,5,6,6,6-Nonafluorohexyl nitrate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70188389;DTXCID:DTXCID50110880;CASRN:34839-44-6,0,0,C6H4F9NO3,309.004747,0,,
47,2,"3-[2,2,3,3,4,4-Hexafluoro-4-(heptafluoropropoxy)butanamido]-N,N-dimethylpropan-1-amine N-oxide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70896553;DTXCID:DTXCID601326045;CASRN:87112-48-9,0,0,C12H13F13N2O3,480.0718591,0,,
48,2,"3-[(Perfluorobutane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50893565;DTXCID:DTXCID101323591;CASRN:178094-76-3,0,0,C9H13F9N2O3S,400.0503173,0,,
49,2,"1-Propanaminium, 3-[[4-[(heptadecafluorononyl)oxy]benzoyl]amino]-N,N,N-trimethyl- (9CI)",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70897580;DTXCID:DTXCID301326927;CASRN:59493-71-9,1,0,C22H22F17N2O2,669.1404341,1,,
50,2,Perfluorononane sulfonamido ammonium iodide,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40893256;DTXCID:DTXCID001323324;CASRN:69091-20-9,1,0,C15H16F19N2OS,633.0674467,1,,
51,2,"N-(2-Carboxyethyl)-3-[(perfluoro-1-oxononyl)amino]-N,N-dimethyl-1-propanaminium",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70893340;DTXCID:DTXCID401323302;CASRN:119131-05-4,1,0,C17H18F17N2O3,621.1040486,1,,
52,2,"1,1,1,3,3,4,4,4-Octafluoro-2-(trifluoromethyl)butan-2-yl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40896606;DTXCID:DTXCID701326098;CASRN:101061-05-6,0,0,C9H5F11O2,354.0113898,0,,
53,2,"1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90896611;DTXCID:DTXCID301326103;CASRN:17526-97-5,0,0,C8H5F9O2,304.0145834,0,,
54,2,"1,1,1,2,3,3,3-Heptafluoropropan-2-yl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70896619;DTXCID:DTXCID501326111;CASRN:7459-59-8,0,0,C7H5F7O2,254.0177769,0,,
55,2,Pentadecafluoroheptyl 2-methylprop-2-enoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90624471;DTXCID:DTXCID60575224;CASRN:96724-20-8,0,0,C11H5F15O2,454.0050027,0,,
56,2,Undecafluoropentyl 2-methylprop-2-enoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60603314;DTXCID:DTXCID80554071;CASRN:89004-77-3,0,0,C9H5F11O2,354.0113898,0,,
57,2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-Icosafluoroundecyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00880420;DTXCID:DTXCID301021868;CASRN:41123-44-8,0,0,C15H8F20O2,600.0204939,0,,
58,2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,21-Hentetracontafluorohenicosyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80896605;DTXCID:DTXCID001326097;CASRN:132405-54-0,0,0,C25H7F41O2,1117.979136,0,,
59,2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Henicosafluoroundecyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40197408;DTXCID:DTXCID10119899;CASRN:48077-86-7,0,0,C15H7F21O2,618.0110721,0,,
60,2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70377690;DTXCID:DTXCID20328718;CASRN:23069-32-1,0,0,C14H7F19O2,568.0142656,0,,
61,2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80197407;DTXCID:DTXCID50119898;CASRN:48077-33-4,0,0,C13H7F17O2,518.0174592,0,,
62,2,"1H,1H,9H-perfluorononyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10171538;DTXCID:DTXCID0094029;CASRN:1841-46-9,0,0,C13H8F16O2,500.026881,0,,
63,2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID5063235;DTXCID:DTXCID2039621;CASRN:3934-23-4,0,0,C12H7F15O2,468.0206528,0,,
64,2,(Perfluorohexyl)methyl methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60197405;DTXCID:DTXCID30119896;CASRN:48076-44-4,0,0,C11H7F13O2,418.0238463,0,,
65,2,(6H-Perfluorohexyl)methyl methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70177132;DTXCID:DTXCID8099623;CASRN:2261-99-6,0,0,C11H8F12O2,400.0332681,0,,
66,2,"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60895752;DTXCID:DTXCID401325265;CASRN:13173-36-9,0,0,C10H7F11O2,368.0270399,0,,
67,2,"2,2,3,3,4,4,5,5,5-Nonafluoropentyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20207771;DTXCID:DTXCID70130262;CASRN:59006-65-4,0,0,C9H7F9O2,318.0302334,0,,
68,2,"1H,1H,5H-Perfluoropentyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90880131;DTXCID:DTXCID701021727;CASRN:355-93-1,0,0,C9H8F8O2,300.0396553,0,,
69,2,"2,2,3,3,4,4,4-Heptafluorobutyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID3065586;DTXCID:DTXCID6034390;CASRN:13695-31-3,0,0,C8H7F7O2,268.033427,0,,
70,2,"1H,1H,3H-Perfluorobutyl 2-methylacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80880403;DTXCID:DTXCID301021856;CASRN:36405-47-7,0,0,C8H8F6O2,250.0428488,0,,
71,2,"4,4,5,5,6,7,7,7-Octafluoro-2-hydroxy-6-(trifluoromethyl)heptyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80379882;DTXCID:DTXCID30330908;CASRN:16083-79-7,0,0,C12H11F11O3,412.0532546,0,,
72,2,"3-(Perfluoro-5-methylhexyl)-2-hydroxypropyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40379904;DTXCID:DTXCID00330930;CASRN:16083-81-1,0,0,C14H11F15O3,512.0468675,0,,
73,2,(Perfluoro-7-methyloctyl)-2-hydroxypropyl 2-methylprop-2-enoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10379911;DTXCID:DTXCID00896743;CASRN:88752-37-8,0,0,C16H11F19O3,612.0404804,0,,
74,2,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoro-2-hydroxyundecyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20380871;DTXCID:DTXCID50331896;CASRN:93706-76-4,0,0,C15H11F17O3,562.043674,0,,
75,2,"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-hydroxynonyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20379861;DTXCID:DTXCID30330887;CASRN:86994-47-0,0,0,C13H11F13O3,462.0500611,0,,
76,2,"4,4,5,5,6,6,7,7,7-Nonafluoro-2-hydroxyheptyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50381270;DTXCID:DTXCID80332295;CASRN:36915-03-4,0,0,C11H11F9O3,362.0564482,0,,
77,2,(Perfluorocyclohexyl)methyl methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00379783;DTXCID:DTXCID50330809;CASRN:25965-83-7,0,0,C11H7F11O2,380.0270399,0,,
78,2,"2-(Perfluoro-3-methylbutyl)ethyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50379879;DTXCID:DTXCID50330905;CASRN:65195-44-0,0,0,C11H9F11O2,382.0426899,0,,
79,2,"3,3,4,4,5,5,6,6,7,7-Decafluorooctyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60881312;DTXCID:DTXCID201022568;CASRN:61915-92-2,0,0,C12H12F10O2,378.0677618,0,,
80,2,(Perfluoro-5-methylhexyl)ethyl 2-methylprop-2-enoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60379901;DTXCID:DTXCID70330927;CASRN:50836-66-3,0,0,C13H9F15O2,482.0363028,0,,
81,2,"3,3,4,4,5,5,6,6,7,7,8,8,9,10,10,10-Hexadecafluoro-9-(trifluoromethyl)decyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60164839;DTXCID:DTXCID3087330;CASRN:15166-00-4,0,0,C15H9F19O2,582.0299157,0,,
82,2,(Perfluoro-9-methyldecyl)ethyl methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80880968;DTXCID:DTXCID501022305;CASRN:74256-14-7,0,0,C17H9F23O2,682.0235286,0,,
83,2,(Perfluoro-11-methyldodecyl)ethyl methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40880969;DTXCID:DTXCID201022306;CASRN:74256-15-8,0,0,C19H9F27O2,782.0171415,0,,
84,2,((Perfluoro-13-methyltetradecyl)ethyl) methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20240840;DTXCID:DTXCID50163331;CASRN:94158-64-2,0,0,C21H9F31O2,882.0107543,0,,
85,2,(Perfluoro-15-methylhexadecyl)ethyl methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80240841;DTXCID:DTXCID10163332;CASRN:94158-65-3,0,0,C23H9F35O2,982.0043672,0,,
86,2,"1,H,1H,2H,2H-perfluoroeicosyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID1070220;DTXCID:DTXCID0044492;CASRN:65104-66-7,0,0,C24H9F37O2,1032.001174,0,,
87,2,(Perfluorohexadecyl)ethyl 2-methyl-2-propenoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID2069361;DTXCID:DTXCID3042689;CASRN:59778-97-1,0,0,C22H9F33O2,932.0075608,0,,
88,2,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID4063660;DTXCID:DTXCID6040745;CASRN:4980-53-4;DISCOVEREDBY:NDAA 2020;CLASS:FTA derivatives;CLASS:FTA derivatives;CLASS:X:2 FTMAc;CLASS:X:2 fluorotelomer methacrylate;ACRONYM:14:2 FTMAc;ACRONYM:NA;SOURCEREF:NA;LABELED:TRUE,0,0,C20H9F29O2,832.0139479,0,,""
89,2,(Perfluorododecyl)ethyl methacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID1064083;DTXCID:DTXCID8042763;CASRN:6014-75-1;DISCOVEREDBY:NDAA 2020;CLASS:FTA derivatives;CLASS:FTA derivatives;CLASS:X:2 FTMAc;CLASS:X:2 fluorotelomer methacrylate;ACRONYM:12:2 FTMAc;ACRONYM:NA;SOURCEREF:NA;LABELED:TRUE,0,0,C18H9F25O2,732.020335,0,,""
90,2,"10:2 Fluorotelomer methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID6062204;DTXCID:DTXCID9036480;CASRN:2144-54-9;DISCOVEREDBY:NDAA 2020;CLASS:FTA derivatives;CLASS:FTA derivatives;CLASS:X:2 FTMAc;CLASS:X:2 fluorotelomer methacrylate;ACRONYM:10:2 FTMAc;ACRONYM:NA;SOURCEREF:NA;LABELED:TRUE,0,0,C16H9F21O2,632.0267221,0,,""
91,2,"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID8062101;DTXCID:DTXCID5036187;CASRN:1996-88-9;DISCOVEREDBY:NDAA 2020;CLASS:FTA derivatives;CLASS:FTA derivatives;CLASS:X:2 FTMAc;CLASS:X:2 fluorotelomer methacrylate;ACRONYM:8:2 FTMAc;ACRONYM:NA;SOURCEREF:NA;LABELED:TRUE,0,0,C14H9F17O2,532.0331093,0,,""
92,2,"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID3047558;DTXCID:DTXCID1027558;CASRN:2144-53-8;DISCOVEREDBY:NDAA 2020 Update;CLASS:FTA derivatives;CLASS:FTA derivatives;CLASS:X:2 FTMAc;CLASS:X:2 flurotelomer methacrylate;ACRONYM:6:2 FTMAc;ACRONYM:NA;SOURCEREF:NA;LABELED:TRUE,0,0,C12H9F13O2,432.0394964,0,,""
93,2,"1H,1H,2H,2H-Perfluorohexyl methacrylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID8061979;DTXCID:DTXCID3035713;CASRN:1799-84-4,0,0,C10H9F9O2,332.0458835,0,,
94,2,"3,3,4,4,5,5,5-Heptafluoropentyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80562853;DTXCID:DTXCID40513629;CASRN:2145-81-5,0,0,C9H9F7O2,282.0490771,0,,
95,2,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60895914;DTXCID:DTXCID601325409;CASRN:150625-20-0,0,0,C15H11F17O2,546.0487593,0,,
96,2,"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90895740;DTXCID:DTXCID401325253;CASRN:1228350-17-1,0,0,C13H11F13O2,446.0551465,0,,
97,2,"4,4,5,5,6,6,7,7,7-Nonafluoroheptyl 2-methylprop-2-enoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID30895648;DTXCID:DTXCID801325162;CASRN:243842-15-1,0,0,C11H11F9O2,346.0615336,0,,
98,2,"2-[(2-Methylprop-2-enoyl)oxy]ethyl heptafluorobutanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60895737;DTXCID:DTXCID301325250;CASRN:146615-73-8,0,0,C10H9F7O4,326.0389063,0,,
99,2,S-((Perfluoro-5-methylhexyl)ethyl)-2-methylpropenethioate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID3067574;DTXCID:DTXCID5038256;CASRN:30769-91-6,0,0,C13H9F15OS,498.0134592,0,,
100,2,S-((Perfluoro-7-(methyl)octyl)ethyl) thiomethacrylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID5067394;DTXCID:DTXCID3037830;CASRN:28506-33-4,0,0,C15H9F19OS,598.0070721,0,,
