"id","category","name","obtained_from","source_type","additional","local_positive","local_negative","formula","fixedmass","netcharge","inspected_by","inspected_on"
785,2,Ethyl (2E)-2-[(S)-perfluorobutylsulfinylimino]acetate,https://comptox.epa.gov/dashboard,1,,0,0,C8H6F9NO3S,366.992468,0,,
786,2,"Ethyl 2-(pentadecafluoroheptyl)imidazo[1,2-a]pyridine-3-carboxylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50896278;DTXCID:DTXCID701325771;CASRN:135339-05-8,0,0,C17H9F15N2O2,558.0424508,0,,
787,2,"Ethyl 5-(2,2,3,3,4,4,4-heptafluorobutanamido)-1-phenyl-1H-pyrazole-4-carboxylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60896289;DTXCID:DTXCID001325782;CASRN:545359-89-5,0,0,C16H12F7N3O3,427.0766888,0,,
788,2,Ethyl 3-methyl-5-(nonafluorobutyl)-1H-pyrazole-4-carboxylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80896241;DTXCID:DTXCID401325734;CASRN:119403-58-6,0,0,C11H9F9N2O2,372.0520315,0,,
789,2,Ethyl 6-(heptafluoropropyl)pyridine-3-carboxylate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10896032;DTXCID:DTXCID201325526;CASRN:1574401-92-5,0,0,C11H8F7NO2,319.044326,0,,
790,2,Ethyl 4-[(nonafluorobutyl)sulfanyl]benzoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60896087;DTXCID:DTXCID601325580;CASRN:1262679-06-0,0,0,C13H9F9O2S,400.0179545,0,,
791,2,Ethyl 2-(heptafluoropropyl)benzoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50895963;DTXCID:DTXCID201325457;CASRN:1310492-25-1,0,0,C12H9F7O2,318.0490771,0,,
792,2,"Diethyl 2,6-dihydroxy-2,6-bis(nonafluorobutyl)-4-phenyloxane-3,5-dicarboxylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40896287;DTXCID:DTXCID601325780;CASRN:359875-73-3,0,0,C25H20F18O7,774.0921609,0,,
793,2,"Ethyl 6-(nonafluorobutyl)-4-phenyl-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate",https://comptox.epa.gov/dashboard,1,,0,0,C17H13F9N2O2S,480.0554026,0,,
794,2,"Ethyl 3-amino-4,4,5,5,6,6,6-heptafluorohex-2-enoate",https://comptox.epa.gov/dashboard,1,,0,0,C8H8F7NO2,283.044326,0,,
795,2,"Ethyl 4,4,5,5,6,6,7,7,7-nonafluoro-3-oxoheptanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10895686;DTXCID:DTXCID501325199;CASRN:82941-37-5,0,0,C9H7F9O3,334.0251481,0,,
796,2,Ethyl heptafluorobutyrylacetate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80334416;DTXCID:DTXCID90285506;CASRN:336-62-9,0,0,C8H7F7O3,284.0283416,0,,
797,2,"Ethyl 7,7,8,8,9,9,10,10,10-nonafluoro-3-oxodecanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20895697;DTXCID:DTXCID901325210;CASRN:1444474-83-2,0,0,C12H13F9O3,376.0720983,0,,
798,2,"Ethyl 4,4,5,5,6,6,6-heptafluoro-3,3-bis(trifluoromethyl)hexanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70895708;DTXCID:DTXCID201325221;CASRN:161261-13-8,0,0,C10H7F13O2,406.0238463,0,,
799,2,"Ethyl 4,4,5,5,6,6,6-heptafluoro-3-(nitromethyl)hexanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00895953;DTXCID:DTXCID601325447;CASRN:376-88-5,0,0,C9H10F7NO4,329.0498053,0,,
800,2,"Octanoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-, ethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90456411;DTXCID:DTXCID80407230;CASRN:153296-01-6,0,0,C10H7F13O2,406.0238463,0,,
801,2,"Ethyl 3,3,4,4,5,5,6,6,6-nonafluorohexanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20570533;DTXCID:DTXCID40521305;CASRN:172287-15-9,0,0,C8H7F9O2,306.0302334,0,,
802,2,"Ethyl 3,3,4,4,5,5,5-heptafluoropentanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10895505;DTXCID:DTXCID201325021;CASRN:773136-96-2,0,0,C7H7F7O2,256.033427,0,,
803,2,"Ethyl 4,4,5,5,6,6,6-heptafluoro-3-hydroxyhexanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90895624;DTXCID:DTXCID901325139;CASRN:2707-76-8,0,0,C8H9F7O3,286.0439917,0,,
804,2,"Ethyl 4,4,5,5,6,6,6-heptafluoro-3-sulfanylhexanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70895647;DTXCID:DTXCID101325161;CASRN:377-64-0,0,0,C8H9F7O2S,302.0211481,0,,
805,2,"Ethyl 3-(2-ethoxy-2-oxoethyl)-5-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononyl)-2-oxooxolane-3-carboxylate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10371374;DTXCID:DTXCID70322408;CASRN:674786-75-5,0,0,C20H17F17O6,676.075368,0,,
806,2,Ethyl [3-(heptafluoropropyl)-1-methyl-1H-pyrazol-5-yl]acetate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50896233;DTXCID:DTXCID201325726;CASRN:1428569-18-9,0,0,C11H11F7N2O2,336.0708751,0,,
807,2,Ethyl [5-(heptafluoropropyl)-1-methyl-1H-pyrazol-3-yl]acetate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID30896236;DTXCID:DTXCID301325729;CASRN:1428569-19-0,0,0,C11H11F7N2O2,336.0708751,0,,
808,2,Ethyl [5-(heptafluoropropyl)-1H-pyrazol-3-yl]acetate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40896186;DTXCID:DTXCID801325679;CASRN:1428569-15-6,0,0,C10H9F7N2O2,322.0552251,0,,
809,2,Ethyl 3-(perfluorohexyl)propanoate,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20471970;DTXCID:DTXCID80422786;CASRN:60023-26-9,0,0,C11H9F13O2,420.0394964,0,,
810,2,"Ethyl 4,4,5,5,6,6,7,7,7-nonafluoroheptanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20895571;DTXCID:DTXCID301325086;CASRN:136905-37-8,0,0,C9H9F9O2,320.0458835,0,,
811,2,"Ethyl 4,4,5,5,6,6,6-heptafluorohexanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10895484;DTXCID:DTXCID301325000;CASRN:424-66-8,0,0,C8H9F7O2,270.0490771,0,,
812,2,"Ethyl 4,4-difluoro-5-[(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)oxy]pentanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90896075;DTXCID:DTXCID001325568;CASRN:1361253-41-9,0,0,C11H11F11O5S,464.0151549,0,,
813,2,"Glycine, N-ethyl-N-[(heptadecafluorooctyl)sulfonyl]-, ethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID3062027;DTXCID:DTXCID0035902;CASRN:1869-77-8;DISCOVEREDBY:EPA chemtox;CLASS:MeEtOCO-EtFASA;CLASS:N-methylethylester-N-ethyl perfluoroalkane sulfonamide;CLASS:Perfluorinated Amide;CLASS:Perfluorinated Amide;ACRONYM:MeEtOCO-EtFNSA;ACRONYM:NA;SOURCEREF:NA,0,0,C14H12F17NO4S,613.0215586,0,,
814,2,"Glycine, N-ethyl-N-[(pentadecafluoroheptyl)sulfonyl]-, ethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID1071903;DTXCID:DTXCID6046391;CASRN:68957-54-0;DISCOVEREDBY:EPA chemtox;CLASS:MeEtOCO-EtFASA;CLASS:N-methylethylester-N-ethyl perfluoroalkane sulfonamide;CLASS:Perfluorinated Amide;CLASS:Perfluorinated Amide;ACRONYM:MeEtOCO-EtFOSA;ACRONYM:NA;SOURCEREF:NA,0,0,C13H12F15NO4S,563.0247522,0,,""
815,2,"Glycine, N-ethyl-N-[(tridecafluorohexyl)sulfonyl]-, ethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID6071902;DTXCID:DTXCID1046390;CASRN:68957-53-9;DISCOVEREDBY:EPA chemtox;CLASS:MeEtOCO-EtFASA;CLASS:N-methylethylester-N-ethyl perfluoroalkane sulfonamide;CLASS:Perfluorinated Amide;CLASS:Perfluorinated Amide;ACRONYM:MeEtOCO-EtFHpSA;ACRONYM:NA;SOURCEREF:NA,0,0,C12H12F13NO4S,513.0279457,0,,
816,2,"Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-, ethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID1071668;DTXCID:DTXCID1046138;CASRN:68555-79-3;DISCOVEREDBY:EPA chemtox;CLASS:MeEtOCO-EtFASA;CLASS:N-methylethylester-N-ethyl perfluoroalkane sulfonamide;CLASS:Perfluorinated Amide;CLASS:Perfluorinated Amide;ACRONYM:MeEtOCO-EtFHxSA;ACRONYM:NA;SOURCEREF:NA,0,0,C11H12F11NO4S,463.0311393,0,,
817,2,"Glycine, N-ethyl-N-[(nonafluorobutyl)sulfonyl]-, ethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID6070514;DTXCID:DTXCID8044917;CASRN:67584-63-8;DISCOVEREDBY:EPA chemtox;CLASS:MeEtOCO-EtFASA;CLASS:N-methylethylester-N-ethyl perfluoroalkane sulfonamide;CLASS:Perfluorinated Amide;CLASS:Perfluorinated Amide;ACRONYM:MeEtOCO-EtFPeSA;ACRONYM:NA;SOURCEREF:NA,0,0,C10H12F9NO4S,413.0343328,0,,
818,2,"Ethyl N-(2,2,3,3,4,4,4-heptafluorobutanoyl)glycinate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40896080;DTXCID:DTXCID101325573;CASRN:88435-34-1,0,0,C8H8F7NO3,299.0392407,0,,
819,2,"Ethyl 3-[(2-ethoxy-2-oxoethyl)amino]-4,4,5,5,6,6,7,7,7-nonafluoroheptanoate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00896081;DTXCID:DTXCID801325574;CASRN:132114-64-8,0,0,C13H16F9NO4,421.093562,0,,
820,2,"Ethyl [(2,2,3,3,4,4,4-heptafluorobutanimidoyl)oxy]acetate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70895945;DTXCID:DTXCID401325439;CASRN:4314-33-4,0,0,C8H8F7NO3,299.0392407,0,,
821,2,"Ethyl (1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)acetate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20896023;DTXCID:DTXCID301325517;CASRN:161123-65-5,0,0,C8H7F9O4S,369.9921337,0,,
822,2,"10,10-Diethoxy-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluorodecane",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90895705;DTXCID:DTXCID501325218;CASRN:133377-48-7,0,0,C14H13F17O2,536.0644094,0,,
823,2,"3-Ethoxyperfluoro(2-methylhexane)",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90870315;DTXCID:DTXCID00818066;CASRN:297730-93-9,0,0,C9H5F15O,414.0100881,0,,
824,2,"2-(1-Ethoxy-1,2,2,3,3,4,4,4-octafluorobutyl)aniline",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60896022;DTXCID:DTXCID601325516;CASRN:217474-47-0,0,0,C12H11F8NO,337.0712897,0,,
825,2,"2-Trfluoromethylpropyl ethyl ether",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID5073119;DTXCID:DTXCID9035252;CASRN:163702-06-5,0,0,C6H5F9O,264.0196688,0,,
826,2,"1-Ethoxy-1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00634006;DTXCID:DTXCID40584758;CASRN:181214-75-5,0,0,C7H5F11O,314.0164752,0,,
827,2,Ethyl perfluorobutyl ether,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID0073118;DTXCID:DTXCID4035251;CASRN:163702-05-4,0,0,C6H5F9O,264.0196688,0,,
828,2,Heptafluorobutyraldehyde ethyl hemiacetal,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00883370;DTXCID:DTXCID901022907;CASRN:356-26-3,0,0,C6H7F7O2,244.033427,0,,
829,2,"1-Ethoxy-4,4,5,5,6,6,6-heptafluorohex-1-en-3-one",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60895616;DTXCID:DTXCID301325131;CASRN:184783-37-7,0,0,C8H7F7O2,268.033427,0,,
830,2,"1-Ethoxy-3,3,4,4,5,5,6,6,6-nonafluorohexan-2-ol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60527445;DTXCID:DTXCID50478250;CASRN:89807-88-5,0,0,C8H9F9O2,308.0458835,0,,
831,2,"Diethyl (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl)phosphonate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00896708;DTXCID:DTXCID201326198;CASRN:854095-13-9,0,0,C16H14F21O3P,684.0345236,0,,
832,2,"Diethyl 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecylphosphonate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00479232;DTXCID:DTXCID20430042;CASRN:90146-96-6,0,0,C14H14F17O3P,584.0409107,0,,
833,2,"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)phosphonic acid diethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID30454097;DTXCID:DTXCID30404916;CASRN:350608-55-8,0,0,C12H14F13O3P,484.0472978,0,,
834,2,"Diethyl (3,3,4,4,5,5,6,6,6-nonafluorohexyl)phosphonate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10896693;DTXCID:DTXCID801326184;CASRN:627909-24-4,0,0,C10H14F9O3P,384.0536849,0,,
835,2,"Phosphonic acid, [3-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]propyl]-, diethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID5072355;DTXCID:DTXCID1047023;CASRN:71463-80-4,0,0,C17H21F17NO5PS,705.0606601,0,,
836,2,"Phosphonic acid, [3-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]propyl]-, diethyl ester",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID0072356;DTXCID:DTXCID6047024;CASRN:71463-81-5,0,0,C16H21F15NO5PS,655.0638537,0,,
837,2,"Ethyl hydrogen (3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphonate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40895654;DTXCID:DTXCID001325168;CASRN:1189052-97-8,0,0,C10H10F13O3P,456.0159977,0,,
838,2,"Ethyl 5,5,6,6,7,7,8,8,8-nonafluorooctane-1-sulfonate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90895649;DTXCID:DTXCID501325163;CASRN:1604816-68-3,0,0,C10H13F9O3S,384.0441693,0,,
839,2,"3-(Ethanesulfonyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80896423;DTXCID:DTXCID601325916;CASRN:1355554-44-7,0,0,C13H11F7O4S,396.0266274,0,,
840,2,"3-(Ethanesulfinyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10896416;DTXCID:DTXCID101325909;CASRN:1355554-21-0,0,0,C13H11F7O3S,380.0317128,0,,
841,2,"S-Ethyl 3,3,4,4,5,5,5-heptafluoro-2-(2-oxopropyl)pentanethioate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70895682;DTXCID:DTXCID701325195;CASRN:1392881-17-2,0,0,C10H11F7O2S,328.0367981,0,,
842,2,"4,4-Bis(ethylsulfanyl)-1,1,1,2,2,3,3-heptafluorobutane",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50895463;DTXCID:DTXCID901324979;CASRN:145327-73-7,0,0,C8H11F7S2,304.0190399,0,,
843,2,"3-(Ethylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10896390;DTXCID:DTXCID201325883;CASRN:1355553-99-9,0,0,C13H11F7O2S,364.0367981,0,,
844,2,"2-Ethyl-3-(ethylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70896396;DTXCID:DTXCID401325889;CASRN:1355554-66-3,0,0,C14H13F7O2S,378.0524482,0,,
845,2,N-Methyl-bis-heptafluorobutyramide,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00344572;DTXCID:DTXCID10295647;CASRN:73980-71-9,0,0,C9H3F14NO2,422.9940234,0,,
846,2,"4-Chloro-2-fluoro-N-(2-fluoro-3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)-N-methylbenzamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60896466;DTXCID:DTXCID101325959;CASRN:862134-30-3,0,0,C26H18ClF9N2O2,596.0913095,0,,
847,2,"4-Fluoro-N-(2-fluoro-3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)-N-methyl-2-nitrobenzamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50896470;DTXCID:DTXCID501325963;CASRN:862134-28-9,0,0,C26H18F9N3O4,607.11536,0,,
848,2,"2-Chloro-4-fluoro-N-(2-fluoro-3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)-N-methylbenzamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20896467;DTXCID:DTXCID401325960;CASRN:862134-29-0,0,0,C26H18ClF9N2O2,596.0913095,0,,
849,2,"2,4-Difluoro-N-(2-fluoro-3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)-N-methylbenzamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00896465;DTXCID:DTXCID401325958;CASRN:862134-26-7,0,0,C26H18F10N2O2,580.12086,0,,
850,2,Perfluorooctanesulfonamido amine oxide,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID30700460;DTXCID:DTXCID101079766;CASRN:30295-51-3,0,0,C13H13F17N2O3S,600.037543,0,,
851,2,Perfluoroheptane sulfonamido amine oxide,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50892957;DTXCID:DTXCID601285001;CASRN:178094-74-1,0,0,C12H13F15N2O3S,550.0407366,0,,
852,2,Perfluorohexane sulfonamido amine oxide,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90892956;DTXCID:DTXCID901285000;CASRN:30295-56-8,0,0,C11H13F13N2O3S,500.0439301,0,,
853,2,"N,N-Dimethyl-3-((perfluorohexyl)ethylsulfonyl)aminopropanamine N-oxide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80880983;DTXCID:DTXCID601284641;CASRN:80475-32-7,0,0,C13H17F13N2O3S,528.0752303,0,,
854,2,"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-N,N-dimethylaniline",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID90896333;DTXCID:DTXCID701325826;CASRN:2396-19-2,0,0,C11H10F7N,289.0701469,0,,
855,2,"Benzenamine, 4-(heptadecafluorooctyl)-N,N-dimethyl-",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80449453;DTXCID:DTXCID10400274;CASRN:80791-09-9,0,0,C16H10F17N,539.0541791,0,,
856,2,"N,N-Dimethyl-4-(tridecafluorohexyl)aniline",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00895933;DTXCID:DTXCID101325428;CASRN:141822-33-5,0,0,C14H10F13N,439.0605662,0,,
857,2,"N'-{[4-(Dimethylamino)phenyl]methylidene}-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanehydrazide",https://comptox.epa.gov/dashboard,1,,0,0,C16H12F13N3O,509.0772789,0,,
858,2,"4-(Dimethylamino)phenyl nonafluorobutane-1-sulfonate",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50896152;DTXCID:DTXCID201325645;CASRN:1463426-91-6,0,0,C12H10F9NO3S,419.0237682,0,,
859,2,"1-(Dimethylamino)-4,4,5,5,6,6,7,7,7-nonafluoroheptan-2-ol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80895597;DTXCID:DTXCID801325112;CASRN:1023972-12-4,0,0,C9H12F9NO,321.077518,0,,
860,2,"N-[4-(Dimethylamino)butyl]-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60896108;DTXCID:DTXCID001325601;CASRN:118454-01-6,0,0,C14H15F15N2O,512.0944864,0,,
861,2,N-[3-(Dimethylamino)propyl]-N-[(tridecafluorohexyl)sulfonyl]-beta-alanine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00882020;DTXCID:DTXCID801079731;CASRN:141607-32-1,0,0,C14H17F13N2O4S,556.0701449,0,,
862,2,N-[3-(Dimethylamino)propyl]-N-[(nonafluorobutyl)sulfonyl]-beta-alanine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20882022;DTXCID:DTXCID701079726;CASRN:172616-04-5,0,0,C12H17F9N2O4S,456.076532,0,,
863,2,"1-Propanesulfonic acid, 3-[[3-(dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino]-",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID2072594;DTXCID:DTXCID4047339;CASRN:72785-08-1,0,0,C16H19F17N2O5S2,706.0463934,0,,
864,2,"3-((3-(Dimethylamino)propyl)((tridecafluorohexyl)sulfonyl)amino)-1-propanesulfonic acid",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID1068146;DTXCID:DTXCID5039567;CASRN:38850-60-1,0,0,C14H19F13N2O5S2,606.0527806,0,,
865,2,N-[3-Dimethylaminopropyl]-N-2-[2-(2-hydroxyethoxy)ethoxy]ethylperfluorohexanesulfonamide,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID5072773;DTXCID:DTXCID5047584;CASRN:73772-34-6,0,0,C17H25F13N2O5S,616.1276598,0,,
866,2,Perfluorononane amido amine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80892960;DTXCID:DTXCID701285004;CASRN:103831-29-4,0,0,C14H13F17N2O,548.0756428,0,,
867,2,Perfluoroheptane amido amine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID70892959;DTXCID:DTXCID001285003;CASRN:103831-28-3,0,0,C12H13F13N2O,448.0820299,0,,
868,2,"N-[3-(Dimethylamino)propyl]-2,2,3,3,4,4,5,5,5-nonafluoropentanamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID50896016;DTXCID:DTXCID401325510;CASRN:153339-13-0,0,0,C10H13F9N2O,348.088417,0,,
869,2,"N-[3-(Dimethylamino)propyl]-2,2,3,3,4,4,4-heptafluorobutanamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60895959;DTXCID:DTXCID401325453;CASRN:64790-29-0,0,0,C9H13F7N2O,298.0916106,0,,
870,2,"1-((3-(Dimethylamino)propyl)amino)-(3-(perfluoro-9-methyldecyl))propanol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20881156;DTXCID:DTXCID601022441;CASRN:94159-83-8,0,0,C19H19F23N2O,728.1130123,0,,
871,2,"1-((3-(Dimethylamino)propyl)amino)-3-(perfluoro-7-methyloctyl)propan-2-ol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID40881234;DTXCID:DTXCID301022509;CASRN:73353-26-1,0,0,C17H19F19N2O,628.1193994,0,,
872,2,"1-((3-(Dimethylamino)propyl)amino)-(3-(perfluoro-11-methyldodecyl))propan-2-ol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID00881154;DTXCID:DTXCID901022440;CASRN:94159-82-7,0,0,C21H19F27N2O,828.1066252,0,,
873,2,"1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorododecyl))propan-2-ol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60881150;DTXCID:DTXCID201022437;CASRN:94159-79-2,0,0,C20H19F25N2O,778.1098187,0,,
874,2,"1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorodecyl))propan-2-ol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID20881151;DTXCID:DTXCID901022438;CASRN:94159-80-5,0,0,C18H19F21N2O,678.1162058,0,,
875,2,"1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorooctyl))propan-2-ol",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID80881152;DTXCID:DTXCID601022439;CASRN:94159-81-6,0,0,C16H19F17N2O,578.122593,0,,
876,2,Perfluorooctane sulfonamido amine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID9065443;DTXCID:DTXCID0034194;CASRN:13417-01-1,0,0,C13H13F17N2O2S,584.0426284,0,,
877,2,Perfluoroheptane sulfonamido amine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID2070506;DTXCID:DTXCID4044909;CASRN:67584-54-7,0,0,C12H13F15N2O2S,534.045822,0,,
878,2,Perfluorohexane sulfonamido amine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID7068556;DTXCID:DTXCID8040856;CASRN:50598-28-2,0,0,C11H13F13N2O2S,484.0490155,0,,
879,2,Perfluoropentane sulfonamido amine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID6071667;DTXCID:DTXCID6046137;CASRN:68555-78-2,0,0,C10H13F11N2O2S,434.0522091,0,,
880,2,Perfluorobutane sulfonamido amine,https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID1071666;DTXCID:DTXCID1046136;CASRN:68555-77-1,0,0,C9H13F9N2O2S,384.0554026,0,,
881,2,"6:2 Fluorotelomer sulfonamide amine",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID30880433;DTXCID:DTXCID801021875;CASRN:34455-22-6,0,0,C13H17F13N2O2S,512.0803156,0,,
882,2,"1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluoro-N,N-dimethylhexane-1-sulfonamide",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID60896007;DTXCID:DTXCID501325501;CASRN:1270179-82-2,0,0,C8H6F13NO2S,426.9911663,0,,
883,2,"2-(N-Methylperfluorooctanesulfonamido)acetic acid",https://comptox.epa.gov/dashboard,1,DTXSID:DTXSID10624392;DTXCID:DTXCID30205965;CASRN:2355-31-9,0,0,C11H6F17NO4S,570.9746084,0,,
